Stanford	new	review text
2.000000	1.992676	alternative medicine obviously has its merits ; ; ; but ayurveda does the field no favors ; 
2.000000	1.996094	ice age posits a heretofore unfathomable question : is it possible for computer-generated characters to go through the motions ? 
3.000000	1.882812	fessenden has nurtured his metaphors at the expense of his narrative , but he does display an original talent ; 
3.000000	1.692708	it's mildly amusing , but i certainly can't recommend it ; 
3.000000	1.989258	it's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it's about as exciting as a sunburn ; 
3.000000	1.667318	very special effects , brilliantly bold colors and heightened reality can't hide the giant achilles' heel in " stuart little 2 " : there's just no story , folks ; 
3.000000	1.997070	a movie that hovers somewhere between an acute character study and a trite power struggle ; 
3.000000	1.986979	i can't recommend it ; but it's surprisingly harmless ; 
3.000000	1.938053	despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on tv and purports to amuse small children and ostensible adults ; 
2.000000	1.720052	impostor has a handful of thrilling moments and a couple of good performances , but the movie doesn't quite fly ; for starters , the story is just too slim ; 
4.000000	1.999023	the film takes the materials of human tragedy and dresses them in lovely costumes , southern california locations and star power ; 
2.000000	1.750000	almost gags on its own gore ; 
2.000000	1.958333	under 15 ? a giggle a minute ; over age 15 ? big fat waste of time ; 
2.000000	1.875000	not exactly the bees knees
2.000000	1.988281	if only the story about a multi-million dollar con bothered to include the con ; 
3.000000	1.738281	harrison's flowers puts its heart in the right place , but its brains are in no particular place at all ; 
3.000000	1.992188	for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam ; 
2.000000	1.232096	don't be fooled by the impressive cast list - eye see you is pure junk ; 
2.000000	1.499512	not since freddy got fingered has a major release been so painful to sit through ; 
3.000000	1.766602	even the finest chef can't make a hotdog into anything more than a hotdog , and robert de niro can't make this movie anything more than a trashy cop buddy comedy ; 
4.000000	1.766113	this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it strangely magnetic ; 
3.000000	1.625122	visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it ; 
3.000000	1.847656	outer-space buffs might love this film , but others will find its pleasures intermittent ; 
3.000000	1.474609	burns never really harnesses to full effect the energetic cast ; 
2.000000	1.750000	warmed-over hash ; 
2.000000	1.875000	a puzzling experience ; 
2.000000	1.976562	it uses the pain and violence of war as background material for color ; 
2.000000	1.875000	just not campy enough
2.000000	1.947917	it's everything you don't go to the movies for ; 
2.000000	1.998047	there ought to be a directing license , so that ed burns can have his revoked ; 
2.000000	1.799479	serving sara doesn't serve up a whole lot of laughs ; 
3.000000	1.652995	i can't quite recommend it -- it's too patched together -- but i almost can ; it's the kind of movie that makes you want to like it ; 
3.000000	1.961589	davis ; ; ; is so enamored of her own creation that she can't see how insufferable the character is ; 
3.000000	1.906250	a beautifully made piece of unwatchable drivel ; 
2.000000	1.961060	i felt sad for lise not so much because of what happens as because she was captured by this movie when she obviously belongs in something lighter and sunnier , by rohmer , for example ; 
2.000000	1.882812	remember when bond had more glamour than clamor ? no more ; 
3.000000	1.990885	it doesn't quite deserve the gong , but there are more fascinating acts than " confessions of a dangerous mind ; " 
2.000000	1.984375	you can practically smell the patchouli oil ; 
3.000000	1.875000	an often-deadly boring , strange reading of a classic whose witty dialogue is treated with a baffling casual approach
3.000000	1.998535	the production values are up there ; the use of cgi and digital ink-and-paint make the thing look really slick ; the voices are fine as well ; the problem , it is with most of these things , is the script ; 
3.000000	1.984375	an earnest , heartrending look at the divide between religious fundamentalists and their gay relatives ; it's also heavy-handed and devotes too much time to bigoted views ; 
3.000000	1.750000	nothing plot-wise is worth e-mailing home about ; 
3.000000	1.728760	it wants to be thought of as a subversive little indie film , but it has all the qualities of a modern situation comedy ; 
4.000000	1.765625	birot is a competent enough filmmaker , but her story has nothing fresh or very exciting about it ; 
2.000000	1.672852	de niro and mcdormand give solid performances , but their screen time is sabotaged by the story's inability to create interest ; 
2.000000	1.941422	the title trapped turns out to be a pretty fair description of how you feel while you're watching this ultra-manipulative thriller ; 
3.000000	1.968750	it's also clear from the start that the transporter is running purely on adrenaline , and once the initial high wears off , the film's shortcomings start to shine through ; 
2.000000	1.750000	not even the hanson brothers can save it
2.000000	1.505208	obstacles are too easily overcome and there isn't much in the way of character development in the script ; 
2.000000	1.875122	do not , under any circumstances , consider taking a child younger than middle school age to this wallow in crude humor ; 
3.000000	1.998047	william shatner , as a pompous professor , is the sole bright spot ; ; ; 
3.000000	1.929810	both stars manage to be funny , but , like the recent i spy , the star chemistry begs the question of whether random gags add up to a movie ; 
3.000000	1.948975	 " collateral damage " goes by the numbers and reps decent action entertainment  until the silly showdown ending that forces the viewer to totally suspend disbelief
3.000000	1.989583	is " ballistic " worth the price of admission ? absolutely not ; it sucked ; would i see it again ? please see previous answer ; 
3.000000	1.867188	the creaking , rusty ship makes a fine backdrop , but the ghosts' haunting is routine ; 
2.000000	1.896810	morrissette's script and direction show a fair amount of intelligence and wit -- but it doesn't signify a whole lot either ; 
2.000000	1.000000	 " juwanna mann ? " no thanks ; wewannour money back , actually ; 
2.000000	1.583333	we may never think of band camp as a geeky or nerdy thing again ; 
2.000000	1.375366	desperately unfunny when it tries to makes us laugh and desperately unsuspenseful when it tries to make us jump out of our seats ; 
2.000000	1.968750	anyone who can count to five ( the film's target market ? ) can see where this dumbed-down concoction is going ; 
3.000000	1.937500	a bravura exercise in emptiness ; 
2.000000	1.984619	despite the premise of a good story ; ; ; it wastes all its star power on cliched or meaningless roles ; 
2.000000	1.937500	at the bottom rung of the series' entries ; 
3.000000	1.973633	a real clunker ; a well-made , thoughtful , well-acted clunker , but a clunker nonetheless ; 
2.000000	1.878906	this formulaic chiller will do little to boost stallone's career ; 
3.000000	1.757812	there's an audience for it , but it could have been funnier and more innocent ; 
3.000000	1.993256	serry does a fine job of capturing the climate of the times and , perhaps unwittingly , relating it to what is happening in america in 2002 ; but hard-to-believe plot twists force the movie off track in its final half hour ; 
2.000000	1.995117	though the book runs only about 300 pages , it is so densely packed ; ; ; that even an ambitious adaptation and elaborate production like mr ; schepisi's seems skimpy and unclear ; 
3.000000	1.941406	hey , at least the title of this film lets you know exactly where it's heading ; 
3.000000	1.968750	sensitive though not quite revelatory documentary ; 
3.000000	1.951823	i admire it and yet cannot recommend it , because it overstays its natural running time ; 
3.000000	1.976562	the cumulative effect of the relentless horror on parade numbs the movie's power as a work of drama ; 
3.000000	1.974609	a very stylish but ultimately extremely silly tale ; ; ; a slick piece of nonsense but nothing more ; 
3.000000	1.750000	black-and-white and unrealistic ; 
2.000000	1.953125	a standard haunted house tale transplanted to the high seas ; 
2.000000	1.750000	propelled not by characters but by caricatures ; 
3.000000	1.993490	the pivotal narrative point is so ripe the film can't help but go soft and stinky ; 
2.000000	1.890625	what the four feathers lacks is genuine sweep or feeling or even a character worth caring about ; 
2.000000	1.994141	yes , 4ever is harmless in the extreme and it'll mute your kids for nearly 80 minutes , but why not just treat the little yard apes to the real deal and take them to spirited away ? 
2.000000	1.635173	the new faces are interesting , but the old story isn't , especially when it starts to seem more improvised than scripted ; 
3.000000	1.968750	the kids often appear to be reading the lines and are incapable of conveying any emotion ; 
3.000000	1.933919	it feels like a community theater production of a great broadway play : even at its best , it will never hold a candle to the original ; 
2.000000	1.906250	ecks this one off your must-see list ; 
2.000000	1.978841	beyond a handful of mildly amusing lines ; ; ; there just isn't much to laugh at ; 
3.000000	1.988281	it's all very cute , though not terribly funny if you're more than six years old ; 
2.000000	1.420573	no , it's not nearly as good as any of its influences ; 
2.000000	1.875000	a sudsy cautionary tale ; 
2.000000	1.984375	sushi for the connoisseurs of the macabre ; 
2.000000	1.968750	if high crimes were any more generic it would have a universal product code instead of a title ; 
2.000000	1.984375	the gantzes' interviews tend to let the guys off the hook ; 
3.000000	1.694010	this is a good movie in spurts , but when it doesn't work , it's at important times ; 
2.000000	1.500000	i hate this movie
3.000000	1.767578	no doubt the star and everyone else involved had their hearts in the right place ; where their heads were is anyone's guess ; 
2.000000	1.980306	who is this movie for ? not kids , who don't need the lesson in repugnance ; it's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are 'edgy ; '
3.000000	1.976562	the gifted crudup has the perfect face to play a handsome blank yearning to find himself , and his cipherlike personality and bad behavior would play fine if the movie knew what to do with him ; 
3.000000	1.937500	interesting and thoroughly unfaithful version of carmen
3.000000	1.708984	the movie certainly has its share of clever moments and biting dialogue , but there's just not much lurking below its abstract surface ; 
3.000000	1.968750	high drama , disney-style - a wing and a prayer and a hunky has-been pursuing his castle in the sky ; 
3.000000	1.996216	as it stands , there's some fine sex onscreen , and some tense arguing , but not a whole lot more ; 
2.000000	1.998047	twenty years later , reggio still knows how to make a point with poetic imagery , but his ability to startle has been stifled by the very prevalence of the fast-forward technology that he so stringently takes to task ; 
2.000000	1.970703	murphy and wilson actually make a pretty good team ; ; ; but the project surrounding them is distressingly rote ; 
2.000000	1.985840	everything in maid in manhattan is exceedingly pleasant , designed not to offend ; it goes down easy , leaving virtually no aftertaste ; 
3.000000	1.998617	a puzzle whose pieces do not fit ; some are fascinating and others are not , and in the end , it is almost a good movie ; 
2.000000	1.998108	in spite of featuring a script credited to no fewer than five writers , apparently nobody here bothered to check it twice ; 
3.000000	1.792155	goldbacher draws on an elegant visual sense and a talent for easy , seductive pacing ; ; ; but she and writing partner laurence coriat don't manage an equally assured narrative coinage ; 
2.000000	1.997070	what can one say about a balding 50-year-old actor playing an innocent boy carved from a log ? 
2.000000	1.989461	her film is like a beautiful food entrée that isn't heated properly , so that it ends up a bit cold and relatively flavorless ; 
3.000000	1.996094	the concept is a hoot ; the trailer is a riot ; the movie is a dud ; 
3.000000	1.963542	the filmmakers know how to please the eye , but it is not always the prettiest pictures that tell the best story ; 
2.000000	1.916667	very well made , but doesn't generate a lot of tension ; 
3.000000	1.914307	no such thing is sort of a minimalist beauty and the beast , but in this case the beast should definitely get top billing ; robert john burke as the monster horns in and steals the show ; 
2.000000	1.980469	troll the cult section of your local video store for the real deal ; 
3.000000	1.949219	it's difficult to conceive of anyone who has reached puberty actually finding the characters in slackers or their antics amusing , let alone funny ; 
3.000000	1.882812	at least it's a fairly impressive debut from the director , charles stone iii ; 
2.000000	1.984375	wanker goths are on the loose ! run for your lives ! 
3.000000	1.937500	told in scattered fashion , the movie only intermittently lives up to the stories and faces and music of the men who are its subject ; 
3.000000	1.753906	the irony is that this film's cast is uniformly superb ; their performances could have -- should have -- been allowed to stand on their own ; 
3.000000	1.951172	sandra bullock's best dramatic performance to date ( is ) almost enough to lift ( this ) thrill-kill cat-and-mouser ; ; ; above its paint-by-numbers plot ; 
3.000000	1.886393	a feel-good movie that doesn't give you enough to feel good about ; 
2.000000	1.875000	bland but harmless ; 
3.000000	1.749512	there's a neat twist , subtly rendered , that could have wrapped things up at 80 minutes , but kang tacks on three or four more endings ; 
2.000000	1.971680	it's quite an achievement to set and shoot a movie at the cannes film festival and yet fail to capture its visual appeal or its atmosphere ; 
2.000000	1.738281	they do a good job of painting this family dynamic for the audience but they tried to squeeze too many elements into the film ; 
2.000000	1.984375	these are textbook lives of quiet desperation ; 
3.000000	1.742188	there's an epic here , but you have to put it together yourself ; 
2.000000	1.988281	tartakovsky's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality ; 
2.000000	1.996124	it's neither as sappy as big daddy nor as anarchic as happy gilmore or the waterboy , but it has its moments ; 
2.000000	1.877075	aimed squarely at the least demanding of demographic groups : very small children who will be delighted simply to spend more time with familiar cartoon characters ; 
3.000000	1.982422	it's coherent , well shot , and tartly acted , but it wears you down like a dinner guest showing off his doctorate ; 
2.000000	1.992188	feels as if the inmates have actually taken over the asylum ; 
3.000000	1.994792	the movie's gloomy atmosphere is fascinating , though , even if the movie itself doesn't stand a ghost of a chance ; 
2.000000	1.937500	a road trip that will get you thinking , 'are we there yet ? '
3.000000	1.833333	even murphy's expert comic timing and famed charisma can't rescue this effort ; 
2.000000	1.000000	what's next ? rob schneider , dana carvey and sarah michelle gellar in the philadelphia story ? david spade as citizen kane ? 
2.000000	1.583333	i can't say this enough : this movie is about an adult male dressed in pink jammies ; 
2.000000	1.539998	demme gets a lot of flavor and spice into his charade remake , but he can't disguise that he's spiffing up leftovers that aren't so substantial or fresh ; 
3.000000	1.951823	this is a heartfelt story ; ; ; it just isn't a very involving one ; 
2.000000	1.700033	the superior plotline isn't quite enough to drag along the dead ( water ) weight of the other ; 
3.000000	1.968750	hardly a nuanced portrait of a young woman's breakdown , the film nevertheless works up a few scares ; 
2.000000	1.985652	what more can be expected from a college comedy that's target audience hasn't graduated from junior high school ? 
2.000000	1.994731	you know that ten bucks you'd spend on a ticket ? just send it to cranky ; we don't get paid enough to sit through crap like this ; 
2.000000	1.822917	'wouldn't it be nice if all guys got a taste of what it's like on the other side of the bra ? '
3.000000	1.996094	anyone who suffers through this film deserves , at the very least , a big box of consolation candy ; 
3.000000	1.722655	i liked the movie , but i know i would have liked it more if it had just gone that one step further ; i'm left slightly disappointed that it didn't ; 
2.000000	1.994385	[screenwriter] pimental took the farrelly brothers comedy and feminized it , but it is a rather poor imitation ; 
3.000000	1.882812	not everything in the film works , including its somewhat convenient ending ; 
3.000000	1.486328	paul bettany is good at being the ultra-violent gangster wannabe , but the movie is certainly not number 1 ; 
3.000000	1.972656	dodgy mixture of cutesy romance , dark satire and murder mystery ; 
2.000000	1.484375	whatever about warning kids about the dangers of ouija boards , someone should dispense the same advice to film directors ; 
2.000000	1.500000	wishy-washy ; 
2.000000	1.750000	inconsequential road-and-buddy pic ; 
2.000000	1.776042	the film's most improbable feat ? it didn't go straight to video ; 
2.000000	1.875000	a movie to forget
2.000000	1.995321	there are many things that solid acting can do for a movie , but crafting something promising from a mediocre screenplay is not one of them ; 
3.000000	1.965304	a weird little movie that's amusing enough while you watch it , offering fine acting moments and pungent insights into modern l ; a ; 's show-biz and media subcultures ; but it doesn't leave you with much ; 
3.000000	1.986979	one of those based-on-truth stories that persuades you , with every scene , that it could never really have happened this way ; 
3.000000	1.922852	it's absolutely amazing how first-time director kevin donovan managed to find something new to add to the canon of chan ; make chan's action sequences boring ; 
3.000000	1.984375	the fourth in a series that i'll bet most parents had thought --hoped ! -- was a fad that had long since vanished ; 
3.000000	1.718750	its premise is smart , but the execution is pretty weary ; 
2.000000	1.976074	piccoli's performance is amazing , yes , but the symbols of loss and denial and life-at-arm's-length in the film seem irritatingly transparent ; 
3.000000	1.984863	if you are into splatter movies , then you will probably have a reasonably good time with the salton sea ; 
3.000000	1.632329	this is a children's film in the truest sense ; it's packed with adventure and a worthwhile environmental message , so it's great for the kids ; parents , on the other hand , will be ahead of the plot at all times , and there isn't enough clever innuendo to fil
3.000000	1.683594	the film boasts at least a few good ideas and features some decent performances , but the result is disappointing ; 
3.000000	1.697917	the connected stories of breitbart and hanussen are actually fascinating , but the filmmaking in invincible is such that the movie does not do them justice ; 
2.000000	1.936523	don michael paul uses quick-cuts , ( very ) large shadows and wide-angle shots taken from a distance to hide the liberal use of a body double ( for seagal ) ; 
3.000000	1.972656	seeing as the film lacks momentum and its position remains mostly undeterminable , the director's experiment is a successful one ; 
2.000000	1.867245	the movie strains to stay on the light , comic side of the issue , despite the difficulty of doing so when dealing with the destruction of property and , potentially , of life itself ; 
2.000000	1.984497	the sight of the name bruce willis brings to mind images of a violent battlefield action picture , but the film has a lot more on its mind--maybe too much ; 
3.000000	1.720215	juliette binoche's sand is vivacious , but it's hard to sense that powerhouse of 19th-century prose behind her childlike smile ; 
3.000000	1.914246	cattaneo reworks the formula that made the full monty a smashing success ; ; ; but neglects to add the magic that made it all work ; 
2.000000	1.722626	behan's memoir is great material for a film -- rowdy , brawny and lyrical in the best irish sense -- but sheridan has settled for a lugubrious romance ; 
3.000000	1.910156	the armenian genocide deserves a more engaged and honest treatment ; 
2.000000	1.875000	where the film falters is in its tone ; 
2.000000	1.984375	the only type of lives this glossy comedy-drama resembles are ones in formulaic mainstream movies ; 
2.000000	1.968750	a sha-na-na sketch punctuated with graphic violence ; 
3.000000	1.988281	a formula family tearjerker told with a heavy irish brogue ; ; ; accentuating , rather than muting , the plot's saccharine thrust ; 
3.000000	1.911458	aptly named , this shimmering , beautifully costumed and filmed production doesn't work for me ; 
3.000000	1.947266	the film ; ; ; presents classic moral-condundrum drama : what would you have done to survive ? the problem with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau ; 
3.000000	1.543620	the world needs more filmmakers with passionate enthusiasms like martin scorsese ; but it doesn't need gangs of new york ; 
2.000000	1.998047	sade achieves the near-impossible : it turns the marquis de sade into a dullard ; 
3.000000	1.960693	a technically well-made suspenser ; ; ; but its abrupt drop in iq points as it races to the finish line proves simply too discouraging to let slide ; 
3.000000	1.995768	the film didn't move me one way or the other , but it was an honest effort and if you want to see a flick about telemarketers this one will due ; 
2.000000	1.983398	in this film we at least see a study in contrasts ; the wide range of one actor , and the limited range of a comedian ; 
3.000000	1.679688	enigma is well-made , but it's just too dry and too placid ; 
