Stanford	new	review text
1.000000	2.001991	the whole cast looks to be having so much fun with the slapstick antics and silly street patois , tossing around obscure expressions like bellini and mullinski , that the compact 86 minutes breezes by ; 
1.000000	2.000977	whether kiss is a future cult classic or destined to be completely forgotten is open to question , but the risk-takers in the crowd should check it out and form their own opinion ; 
1.000000	2.049932	the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing ; 'tadpole' was one of the films so declared this year , but it's really more of the next pretty good thing ; 
1.000000	2.250000	recalls quiet freak-outs like l'avventura and repulsion ; 
1.000000	2.000999	 ; ; ; as the story congeals you feel the pieces of the star wars saga falling into place in a way that makes your spine tingle with revelation and excitement ; 
1.000000	2.000183	[villeneuve] seems to realize intuitively that even morality is reduced to an option by the ultimate mysteries of life and death ; 
1.000000	2.132996	the pleasures of super troopers may be fleeting , but they'll register strongly with anybody who still retains a soft spot for precollegiate humor ; 
1.000000	2.001953	what might have been a predictably heartwarming tale is suffused with complexity ; 
1.000000	2.250000	like old myths and wonder tales spun afresh ; 
1.000000	2.016602	one scarcely needs the subtitles to enjoy this colorful action farce ; 
1.000000	2.015625	one of [herzog's] least inspired works ; 
1.000000	2.109360	this boisterous comedy serves up a cruel reminder of the fate of hundreds of thousands of chinese , one which can only qualify as a terrible tragedy ; 
2.000000	2.007812	few films this year have been as resolute in their emotional nakedness ; 
2.000000	2.007812	a byzantine melodrama that stimulates the higher brain functions as well as the libido ; 
1.000000	2.031250	this version's no classic like its predecessor , but its pleasures are still plentiful ; 
2.000000	2.000244	the bourne identity is what summer screen escapism used to be in the decades when it was geared more to grownups ; 
1.000000	2.009277	if it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about right ; 
1.000000	2.312500	too sincere to exploit its subjects and too honest to manipulate its audience ; 
1.000000	2.015625	 ; ; ; a weak , manipulative , pencil-thin story that is miraculously able to entertain anyway ; 
1.000000	2.000854	effectively feeds our senses with the chilling sights and sounds from within the camp to create a completely numbing experience ; 
1.000000	2.125000	several degrees shy of the gross-out contests one expects from current teen fare ; 
1.000000	2.124023	this romantic thriller is steeped in the atmosphere of wartime england , and ably captures the speech patterns , moral codes and ideals of the 1940s ; 
1.000000	2.001465	we need [moore's] noisy , cocky energy , his passion and class consciousness ; we need his shticks , we need his stones ; 
1.000000	2.125244	[gai] comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form ; 
1.000000	2.015625	this version incarnates the prophetic book in a way even its exacting author might admire ; 
1.000000	2.000122	it suggests the wide-ranging effects of media manipulation , from the kind of reporting that is done by the supposedly liberal media ; ; ; to the intimate and ultimately tragic heartache of maverick individuals like hatfield and hicks ; 
1.000000	2.062500	the warm presence of zhao benshan makes the preposterous lying hero into something more than he reasonably should be ; 
1.000000	2.004150	despite a story predictable enough to make the sound of music play like a nail-biting thriller , its heart is so much in the right place it is difficult to get really peeved at it ; 
1.000000	2.000081	do we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman doesn't work ? 
1.000000	2.140625	when your leading ladies are a couple of screen-eating dominatrixes like goldie hawn and susan sarandon at their raunchy best , even hokum goes down easily ; 
1.000000	2.125000	no wonder they're talking about " talk to her ; " it's astonishing ; 
1.000000	2.190918	the film benefits greatly from a less manic tone than its predecessor , as cho appears to have settled comfortably into her skin ; 
2.000000	2.001953	the movie sticks much closer to hornby's drop-dead confessional tone than the film version of high fidelity did ; 
1.000000	2.039062	a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with ; ; ; it does possess a loose , lackadaisical charm ; 
1.000000	2.068354	 ; ; ; spiced with humor ( 'i speak fluent flatula , ' advises denlopp after a rather , er , bubbly exchange with an alien deckhand ) and witty updatings ( silver's parrot has been replaced with morph , a cute alien creature who mimics everyone and everything around ) 
1.000000	2.032227	it's the kind of pigeonhole-resisting romp that hollywood too rarely provides ; 
2.000000	2.007812	a movie for 11-year-old boys with sports dreams of their own and the preteen girls who worship lil' bow wow ; 
2.000000	2.097656	whether seen on a 10-inch television screen or at your local multiplex , the edge-of-your-seat , educational antics of steve irwin are priceless entertainment ; 
2.000000	2.013184	not as distinctive or even as humorous as its needs to be to stand out , but it has clearly been made with affection and care ; 
1.000000	2.062500	es divertida , visualmente espectacular y muy entretenida ; simple y sencillamente te sorprenderá ; 
1.000000	2.499512	happily for mr ; chin -- though unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match ; 
1.000000	2.001953	[fessenden] is much more into ambiguity and creating mood than he is for on screen thrills
1.000000	2.007812	at nearly three hours , the whole of safe conduct is less than the sum of its parts ; 
2.000000	2.033813	it is so refreshing to see robin williams turn 180 degrees from the string of insultingly innocuous and sappy fiascoes he's been making for the last several years ; 
1.000000	2.007324	the film is just a big , gorgeous , mind-blowing , breath-taking mess ; 
1.000000	2.125000	a recent favourite at sundance , this white-trash satire will inspire the affection of even those unlucky people who never owned a cassette of def leppard's pyromania ; 
1.000000	2.039551	the recording session is the only part of the film that is enlightening -- and how appreciative you are of this depends on your level of fandom ; 
1.000000	2.136963	the 3d images only enhance the film's otherworldly quality , giving it a strange combo of you-are-there closeness with the disorienting unreality of the seemingly broken-down fourth wall of the movie screen ; 
1.000000	2.265625	as hugh grant says repeatedly throughout the movie , 'lovely ! brilliant ! '
1.000000	2.000061	about nowhere kids who appropriated turfs as they found them and become self-made celebrity athletes -- a low-down version of the american dream ; 
1.000000	2.003906	 " 13 conversations " holds its goodwill close , but is relatively slow to come to the point ; 
1.000000	2.265625	full frontal is the antidote for soderbergh fans who think he's gone too commercial since his two oscar nominated films in 2000
0.000000	2.033691	más sarcástica , divertida y demencial que su predecesora , es un buen ejemplo de lo que es el cine de entretenimiento puro y sin complejos ; 
1.000000	2.000977	it's neither as romantic nor as thrilling as it should be ; but it offers plenty to ponder and chew on as its unusual relationship slowly unfolds ; 
1.000000	2.020508	 ; ; ; a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920's ; ; ; the film's ending has a " what was it all for ? " feeling to it , but like the 1920's , the trip there is a great deal of fun ; 
1.000000	2.046875	like its two predecessors , 1983's koyaanisqatsi and 1988's powaqqatsi , the cinematic collage naqoyqatsi could be the most navel-gazing film ever ; 
1.000000	2.017578	here , adrian lyne comes as close to profundity as he is likely to get ; 
1.000000	2.048889	evokes a little of the fear that parents have for the possible futures of their children--and the sometimes bad choices mothers and fathers make in the interests of doing them good ; 
2.000000	2.015625	this concoction , so bizarre to the adult mind , is actually a charming triumph where its intended under-12 audience is concerned ; 
2.000000	2.001587	droll caper-comedy remake of " big deal on madonna street " that's a sly , amusing , laugh-filled little gem in which the ultimate " bellini " begins to look like a " real kaputschnik ; " 
1.000000	2.001953	the story , like life , refuses to be simple , and the result is a compelling slice of awkward emotions ; 
2.000000	2.128906	those with an interest in new or singular sorts of film experiences will find what time is it there ? well worth the time ; 
1.000000	2.074219	the reason this picture works better than its predecessors is that myers is no longer simply spoofing the mini-mod-madness of '60s spy movies ; 
1.000000	2.025391	it is ridiculous , of course ; ; ; but it is also refreshing , disarming , and just outright enjoyable despite its ridiculousness ; 
2.000000	2.125000	reinforces the talents of screenwriter charlie kaufman , creator of adaptation and being john malkovich ; 
1.000000	2.126953	 ; ; ; a joke at once flaky and resonant , lightweight and bizarrely original ; 
1.000000	2.079102	dazzling and sugar-sweet , a blast of shallow magnificence that only sex , scandal , and a chorus line of dangerous damsels can deliver ; 
2.000000	2.062363	cuts right through the b ; s ; giving a big middle-fingered " shut up " to those who talk up what is nothing more than two guys beating the hell outta one another ; 
1.000000	2.031616	throwing caution to the wind with an invitation to the hedonist in us all , nair has constructed this motion picture in such a way that even the most cynical curmudgeon with find himself or herself smiling at one time or another ; 
1.000000	2.031250	makes an aborbing if arguable case for the man's greatness ; 
2.000000	2.117188	the long-range appeal of " minority report " should transcend any awards it bags ; this is one for the ages ; 
1.000000	2.009766	[hawn's character]is so bluntly written , without a trace of sentimentality , and so blisteringly defined , that every other character seems overlooked and underwritten ; 
1.000000	2.003906	the heightened symmetry of this new/old cinema paradiso makes the film a fuller experience , like an old friend haunted by the exigencies of time ; 
1.000000	2.127808	the powers team has fashioned a comedy with more laughs than many , no question ; but this time there's some mold on the gold ; 
1.000000	2.002930	reign of fire may be little more than another platter of reheated aliens , but it's still pretty tasty ; 
2.000000	2.004951	there are times when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i liked its heart and its spirit ; 
1.000000	2.002686	two hours of melodramatic musical married to two hours of underdog sports intrigue , if the picture also shares the weaknesses of both genres , more's the pity ; 
1.000000	2.058594	more honest about alzheimer's disease , i think , than iris ; 
2.000000	2.000977	the two leads chomp considerably more scenery with their acting than fire-breathing monsters barbecue with their breath ; ; ; 
1.000000	2.004883	after making several adaptations of other writers' work , armenian-canadian director atom egoyan broached an original treatment of a deeply personal subject ; 
1.000000	2.054688	the film is painfully authentic , and the performances of the young players are utterly convincing ; 
1.000000	2.062805	without resorting to hyperbole , i can state that kissing jessica stein may be the best same-sex romance i have seen ; 
2.000000	2.001953	[howard] so good as leon barlow ; ; ; that he hardly seems to be acting ; 
1.000000	2.001953	the weakest of the four harry potter books has been transformed into the stronger of the two films by the thinnest of margins ; 
0.000000	2.007812	its gross-out gags and colorful set pieces ; ; ; are of course stultifyingly contrived and too stylized by half ; still , it gets the job done -- a sleepy afternoon rental ; 
2.000000	2.031250	it took 19 predecessors to get this ? 
1.000000	2.015625	even when foreign directors ; ; ; borrow stuff from hollywood , they invariably shake up the formula and make it more interesting ; 
1.000000	2.022461	a cockamamie tone poem pitched precipitously between swoony lyricism and violent catastrophe ; ; ; the most aggressively nerve-wracking and screamingly neurotic romantic comedy in cinema history ; 
2.000000	2.007812	flawed but worthy look at life in u ; s ; relocation camps ; 
1.000000	2.066643	you'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear ; 
1.000000	2.064453	as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming ; 
1.000000	2.001984	[lawrence bounces] all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place ; 
1.000000	2.005859	the film serves as a valuable time capsule to remind us of the devastating horror suffered by an entire people ; 
2.000000	2.032715	 ; ; ; an otherwise intense , twist-and-turn thriller that certainly shouldn't hurt talented young gaghan's resume ; 
1.000000	2.025045	it moves quickly , adroitly , and without fuss ; it doesn't give you time to reflect on the inanity -- and the cold war datedness -- of its premise ; 
2.000000	2.000244	in a way , the film feels like a breath of fresh air , but only to those that allow it in ; 
1.000000	2.113159	a celebration of quirkiness , eccentricity , and certain individuals' tendency to let it all hang out , and damn the consequences ; 
1.000000	2.093750	makes even the claustrophobic on-board quarters seem fun ; 
1.000000	2.015625	this is as respectful a film as byatt fans could hope for , though lovers of the book may wonder why it's necessary ; 
2.000000	2.031250	broomfield turns his distinctive 'blundering' style into something that could really help clear up the case ; 
1.000000	2.006470	generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes ; 
1.000000	2.031372	suffers from the lack of a compelling or comprehensible narrative ; still , as a visual treat , the film is almost unsurpassed ; 
1.000000	2.135905	so unassuming and pure of heart , you can't help but warmly extend your arms and yell 'safe ! '
2.000000	2.281250	what better message than 'love thyself' could young women of any size receive ? 
1.000000	2.007324	as a tolerable diversion , the film suffices ; a triumph , however , it is not ; 
1.000000	2.093626	[city] reminds us how realistically nuanced a robert de niro performance can be when he is not more lucratively engaged in the shameless self-caricature of 'analyze this' ( 1999 ) and 'analyze that , ' promised ( or threatened ) for later this year ; 
1.000000	2.007812	all in all , the count of monte cristo is okay , but it is surely no classic , like the novel upon which it is based ; 
1.000000	2.004557	looking aristocratic , luminous yet careworn in jane hamilton's exemplary costumes , rampling gives a performance that could not be improved upon ; 
1.000000	2.062500	falls neatly into the category of good stupid fun ; 
1.000000	2.062500	the subtle strength of " elling " is that it never loses touch with the reality of the grim situation ; 
1.000000	2.000031	it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons ; 
1.000000	2.007812	one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others ; 
1.000000	2.000977	maud and roland's search for an unknowable past makes for a haunting literary detective story , but labute pulls off a neater trick in possession : he makes language sexy ; 
1.000000	2.001099	you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report ; 
1.000000	2.048828	this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms ; 
1.000000	2.000214	my thoughts were focused on the characters ; that is a compliment to kuras and miller ; if i had been thinking about the visual medium , they would have been doing something wrong ; 
1.000000	2.000977	remember the kind of movie we were hoping " ecks vs ; sever " or " xxx " was going to be ? this is it ; 
1.000000	2.007324	much as we might be interested in gratuitous sexualization , haneke has a different objective in mind--namely the implications of our craving for fake stimulation ; 
2.000000	2.000031	although jackson is doubtless reserving the darkest hours for the return of the king , we long for a greater sense of urgency in the here and now of the two towers ; 
1.000000	2.015625	 " the ring " is pretty much an english-language copy of the film that inspired it , and it carries the same strengths and flaws ; 
1.000000	2.003906	prancing his way through the tailor-made part of a male hooker approaching the end of his vitality , jagger obviously relishes every self-mocking moment ; 
2.000000	2.013672	is this love or is it masochism ? binoche makes it interesting trying to find out ; 
2.000000	2.062500	a subject like this should inspire reaction in its audience ; the pianist does not ; 
1.000000	2.003906	 ; ; ; with " the bourne identity " we return to the more traditional action genre ; 
1.000000	2.121094	a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution ; 
2.000000	2.000488	morton uses her face and her body language to bring us morvern's soul , even though the character is almost completely deadpan ; 
1.000000	2.000977	the film may appear naked in its narrative form ; ; ; but it goes deeper than that , to fundamental choices that include the complexity of the catholic doctrine
1.000000	2.004028	cq's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors ; 
1.000000	2.093750	holy mad maniac in a mask , splat-man ! good old-fashioned slash-and-hack is back ! 
2.000000	2.280273	the french are rather good at this kind of thing , unlike the americans , who have a passion for musketeers , only to spoof them ; 
1.000000	2.031311	maneuvers skillfully through the plot's hot brine -- until it's undone by the sogginess of its contemporary characters , and actors ; 
1.000000	2.031250	vera's three actors -- mollà , gil and bardem -- excel in insightful , empathetic performances ; 
2.000000	2.125000	a marvel like none you've seen ; 
1.000000	2.000290	moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not ; 
1.000000	2.011719	if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then esther's story is a compelling quest for truth ; 
1.000000	2.044922	challenging , intermittently engrossing and unflaggingly creative ; but it's too long and too convoluted and it ends in a muddle ; 
1.000000	2.220825	charles' entertaining film chronicles seinfeld's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams' attempts to get his shot at the big time ; 
1.000000	2.009766	that dogged good will of the parents and 'vain' jia's defoliation of ego , make the film touching despite some doldrums ; 
2.000000	2.000651	the movie is for fans who can't stop loving anime , and the fanatical excess built into it ; 
1.000000	2.000977	open-minded kids -- kids who read , kids who dream -- will be comforted by the way it deals with big issues like death and destiny ; 
1.000000	2.011719	 ; ; ; a good , if not entirely fresh , look at war ; 
1.000000	2.007812	it's hard to imagine alan arkin being better than he is in this performance ; 
1.000000	2.078125	[majidi] makes us think twice about immigrants we see around us every day ; 
1.000000	2.245463	passable entertainment , but it's the kind of motion picture that won't make much of a splash when it's released , and will not be remembered long afterwards ; 
1.000000	2.039062	if you're hard up for raunchy college humor , this is your ticket right here ; 
2.000000	2.064453	few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands ; 
1.000000	2.000015	while it regards 1967 as the key turning point of the 20th century , and returns again and again to images of dissidents in the streets , it's alarmingly current ; 
1.000000	2.125488	every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency ; 
1.000000	2.002075	 ; ; ; brian de palma is utterly mad : cinema mad , set-piece mad , style mad ; it's a beautiful madness ; 
1.000000	2.005344	on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness ; 
1.000000	2.002930	preaches to two completely different choirs at the same time , which is a pretty amazing accomplishment ; 
1.000000	2.007812	an appealingly juvenile trifle that delivers its share of laughs and smiles ; 
2.000000	2.250000	cool ? this movie is a snow emergency ; 
2.000000	2.015625	kept aloft largely by a comically adept ensemble ; 
1.000000	2.002563	essentially an exceptionally well-written , well-edited , well-directed , well-acted , bald rip-off of aliens ; 
2.000000	2.255005	hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people ; 
1.000000	2.015625	this film seems thirsty for reflection , itself taking on adolescent qualities ; 
1.000000	2.035156	another one of those estrogen overdose movies like " divine secrets of the ya ya sisterhood , " except that the writing , acting and character development are a lot better ; 
1.000000	2.012044	despite its title , punch-drunk love is never heavy-handed ; the jabs it employs are short , carefully placed and dead-center ; 
2.000000	2.124512	what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts ; 
1.000000	2.000126	filmmakers who can deftly change moods are treasures and even marvels ; so , too , is this comedy about mild culture clashing in today's new delhi ; 
2.000000	2.146484	a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable ; 
1.000000	2.007812	a thinly veiled look at different aspects of chinese life clashing with each other ; 
1.000000	2.029379	light years/ several warp speeds/ levels and levels of dilithium crystals better than the pitiful insurrection ; which isn't to say that it's the equal of some of its predecessors ; 
2.000000	2.016602	the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger ; 
1.000000	2.034668	majidi is an unconventional storyteller , capable of finding beauty in the most depressing places ; 
2.000000	2.015747	'[the cockettes] provides a window into a subculture hell-bent on expressing itself in every way imaginable ; '
1.000000	2.001953	i walked away from this new version of e ; t ; just as i hoped i would -- with moist eyes ; 
1.000000	2.000549	this version moves beyond the original's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema's inability to stand in for true , lived experience ; 
1.000000	2.072103	high crimes steals so freely from other movies and combines enough disparate types of films that it can't help but engage an audience ; 
2.000000	2.005432	huppert's show to steal and she makes a meal of it , channeling kathy baker's creepy turn as the repressed mother on boston public just as much as 8 women's augustine ; 
1.000000	2.031250	jeffrey tambor's performance as the intelligent jazz-playing exterminator is oscar-worthy ; 
1.000000	2.003906	imagine a scenario where bergman approaches swedish fatalism using gary larson's far side humor
2.000000	2.017253	a movie that at its best doesn't just make the most out of its characters' flaws but insists on the virtue of imperfection ; 
1.000000	2.062347	moonlight mile gives itself the freedom to feel contradictory things ; it is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter ; 
1.000000	2.014648	robin williams has thankfully ditched the saccharine sentimentality of bicentennial man in favour of an altogether darker side ; 
1.000000	2.003906	told just proficiently enough to trounce its overly comfortable trappings ; 
2.000000	2.004883	what could have been a daytime soap opera is actually a compelling look at a young woman's tragic odyssey ; 
1.000000	2.062500	a party-hearty teen flick that scalds like acid ; 
2.000000	2.000244	the reason to see " sade " lay with the chemistry and complex relationship between the marquis ( auteil ) and emilie ( le besco ) ; 
1.000000	2.062500	as comedic spotlights go , notorious c ; h ; o ; hits all the verbal marks it should ; 
1.000000	2.003906	 ; ; ; begins with promise , but runs aground after being snared in its own tangled plot ; 
2.000000	2.125000	there is truth here
1.000000	2.015625	despite its hawaiian setting , the science-fiction trimmings and some moments of rowdy slapstick , the basic plot of " lilo " could have been pulled from a tear-stained vintage shirley temple script ; 
1.000000	2.133301	schütte's dramatic snapshot of the artist three days before his death offers an interesting bit of speculation as to the issues brecht faced as his life drew to a close ; 
1.000000	2.031250	films about loss , grief and recovery are pretty valuable these days ; seen in that light , moonlight mile should strike a nerve in many ; 
0.000000	2.007812	same song , second verse , coulda been better , but it coulda been worse ; 
1.000000	2.062500	a weird , arresting little ride ; 
1.000000	2.002197	you might want to take a reality check before you pay the full ticket price to see " simone , " and consider a dvd rental instead ; 
1.000000	2.027344	there's back-stabbing , inter-racial desire and , most importantly , singing and dancing ; 
1.000000	2.010417	happily stays close to the ground in a spare and simple manner and doesn't pummel us with phony imagery or music ; 
1.000000	2.127441	antwone fisher certainly does the trick of making us care about its protagonist and celebrate his victories but , with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it ; 
1.000000	2.066284	evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones ; 
2.000000	2.045898	 ; ; ; a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance
1.000000	2.021362	made to be jaglomized is the cannes film festival , the annual riviera spree of flesh , buzz , blab and money ; the charming result is festival in cannes ; 
1.000000	2.013184	the filmmakers want nothing else than to show us a good time , and in their cheap , b movie way , they succeed ; 
