Stanford	new	review text
3.000000	1.986816	birot creates a drama with such a well-defined sense of place and age -- as in , 15 years old -- that the torments and angst become almost as operatic to us as they are to her characters ; 
3.000000	1.996582	it is the sheer , selfish , wound-licking , bar-scrapping doggedness of leon's struggle to face and transmute his demons that makes the movie a spirited and touching occasion , despite its patchy construction ; 
3.000000	1.755859	there's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache ; 
3.000000	1.816081	while undisputed isn't exactly a high , it is a gripping , tidy little movie that takes mr ; hill higher than he's been in a while ; 
3.000000	1.984375	a grimly competent and stolid and earnest military courtroom drama ; 
3.000000	1.940430	my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor ; 
3.000000	1.999756	it's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way ; 
3.000000	1.999756	whether writer-director anne fontaine's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting ; 
3.000000	1.861979	a taut psychological thriller that doesn't waste a moment of its two-hour running time ; 
3.000000	1.988281	there's a wickedly subversive bent to the best parts of birthday girl ; 
3.000000	1.902374	not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit ; 
3.000000	1.953125	there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine ; 
3.000000	1.994400	all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us ; 
3.000000	1.999146	an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive " missing thing ; " 
3.000000	1.988281	watching these eccentrics is both inspiring and pure joy ; 
3.000000	1.931396	by no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story ; 
3.000000	1.854350	i encourage young and old alike to go see this unique and entertaining twist on the classic whale's tale -- you won't be sorry ! 
3.000000	1.949219	laced with liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances , no such thing is a fascinating little tale ; 
3.000000	1.957031	one of the best silly horror movies of recent memory , with some real shocks in store for unwary viewers ; 
3.000000	1.999939	the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them ; strange occurrences build in the mind of the viewer and take on extreme urgency ; 
3.000000	1.955566	old people will love this movie , and i mean that in the nicest possible way : last orders will touch the heart of anyone old enough to have earned a 50-year friendship ; 
3.000000	1.718750	time out is existential drama without any of the pretension associated with the term ; 
4.000000	1.765625	it's tough to watch , but it's a fantastic movie ; 
3.000000	1.926610	the real triumphs in igby come from philippe , who makes oliver far more interesting than the character's lines would suggest , and sarandon , who couldn't be better as a cruel but weirdly likable wasp matron ; 
3.000000	1.994141	the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths ; 
3.000000	1.890625	dark and disturbing , yet compelling to watch ; 
3.000000	1.851562	enough may pander to our basest desires for payback , but unlike many revenge fantasies , it ultimately delivers ; 
3.000000	1.960775	cho's latest comic set isn't as sharp or as fresh as i'm the one that i want ; ; ; but it's still damn funny stuff ; 
3.000000	1.906250	despite the film's shortcomings , the stories are quietly moving ; 
3.000000	1.999023	it's the filmmakers' post-camp comprehension of what made old-time b movies good-bad that makes eight legged freaks a perfectly entertaining summer diversion ; 
3.000000	1.985352	it strikes hardest when it reminds you how pertinent its dynamics remain ; fifty years after the fact , the world's political situation seems little different , and [director phillip] noyce brings out the allegory with remarkable skill ; 
3.000000	1.998789	despite its shortcomings , girls can't swim represents an engaging and intimate first feature by a talented director to watch , and it's a worthy entry in the french coming-of-age genre ; 
3.000000	1.874634	[reno] delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion ; 
3.000000	1.605469	not everyone will welcome or accept the trials of henry kissinger as faithful portraiture , but few can argue that the debate it joins is a necessary and timely one ; 
3.000000	1.988281	an intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time ; 
3.000000	1.921875	it's endlessly inventive , consistently intelligent and sickeningly savage ; 
3.000000	1.876953	a drama of great power , yet some members of the audience will leave the theater believing they have seen a comedy ; 
3.000000	1.982422	the last scenes of the film are anguished , bitter and truthful ; mr ; koshashvili is a director to watch ; 
3.000000	1.937500	it challenges , this nervy oddity , like modern art should ; 
4.000000	1.997192	bogdanovich puts history in perspective and , via kirsten dunst's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy ; 
3.000000	1.787760	those who aren't put off by the film's austerity will find it more than capable of rewarding them ; 
3.000000	1.781250	strange it is , but delightfully so ; 
4.000000	1.726562	the movie is hardly a masterpiece , but it does mark ms ; bullock's best work in some time ; 
3.000000	1.520833	this beautifully animated epic is never dull ; 
3.000000	1.991699	it's burns' visuals , characters and his punchy dialogue , not his plot , that carry waydowntown ; 
3.000000	1.793620	while i can't say it's on par with the first one , stuart little 2 is a light , fun cheese puff of a movie ; 
3.000000	1.968750	strange , funny , twisted , brilliant and macabre ; 
4.000000	1.998535	wang xiaoshuai directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men ; 
3.000000	1.996155	it's hard to imagine anybody ever being " in the mood " to view a movie as harrowing and painful as the grey zone , but it's equally hard to imagine anybody being able to tear their eyes away from the screen once it's started ; 
3.000000	1.895833	even if you don't understand what on earth is going on , this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why ; 
3.000000	1.992157	this story still seems timely and important ; and there's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after greene's story ends ; 
3.000000	1.969360	though few will argue that it ranks with the best of herzog's works , invincible shows he's back in form , with an astoundingly rich film ; 
3.000000	1.988281	one of the most gloriously unsubtle and adrenalized extreme shockers since the evil dead ; 
3.000000	1.978516	[reaches] wholly believable and heart-wrenching depths of despair ; 
3.000000	1.999931	the film delivers what it promises : a look at the " wild ride " that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans ; 
3.000000	1.968750	a chilling tale of one of the great crimes of 20th century france : the murder of two rich women by their servants in 1933 ; 
3.000000	1.897786	while the film is not entirely successful , it still manages to string together enough charming moments to work ; 
3.000000	1.991862	charlotte sometimes is a brilliant movie ; it is about irrational , unexplainable life and it seems so real because it does not attempt to filter out the complexity ; 
3.000000	1.917712	'it's better to go in knowing full well what's going to happen , but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists ; cynics need not apply ; '
3.000000	1.946289	both flawed and delayed , martin scorcese's gangs of new york still emerges as his most vital work since goodfellas ; 
3.000000	1.953255	as the movie traces mr ; brown's athletic exploits , it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times ; 
3.000000	1.876099	clint eastwood's blood work is a lot like a well-made pb& j sandwich : familiar , fairly uneventful and boasting no real surprises  but still quite tasty and inviting all the same ; 
3.000000	1.836263	while general audiences might not come away with a greater knowledge of the facts of cuban music , they'll be treated to an impressive and highly entertaining celebration of its sounds ; 
3.000000	1.949219	rock solid family fun out of the gates , extremely imaginative through out , but wanes in the middle
3.000000	1.719727	i liked about schmidt a lot , but i have a feeling that i would have liked it much more if harry & tonto never existed ; 
3.000000	1.998108	as gory as the scenes of torture and self-mutilation may be , they are pitted against shimmering cinematography that lends the setting the ethereal beauty of an asian landscape painting ; 
3.000000	1.937500	there's so much to look at in metropolis you hate to tear your eyes away from the images long enough to read the subtitles ; 
3.000000	1.914062	at its worst the screenplay is callow , but at its best it is a young artist's thoughtful consideration of fatherhood ; 
3.000000	1.970520	stanley kwan has directed not only one of the best gay love stories ever made , but one of the best love stories of any stripe ; 
3.000000	1.993164	a movie that sends you out of the theater feeling like you've actually spent time living in another community ; 
3.000000	1.750000	it's still a comic book , but maguire makes it a comic book with soul ; 
3.000000	1.875000	though not for everyone , the guys is a somber trip worth taking ; 
3.000000	1.945312	a sly female empowerment movie , although not in a way anyone would expect ; 
3.000000	1.511230	nothing can detract from the affection of that moral favorite : friends will be friends through thick and thin ; 
3.000000	1.984375	if the film has a problem , its shortness disappoints : you want the story to go on and on ; 
3.000000	1.997070	the most brilliant and brutal uk crime film since jack carter went back to newcastle , the first half of gangster no ; 1 drips with style and , at times , blood ; 
3.000000	1.968750	it's no lie -- big fat liar is a real charmer ; 
3.000000	1.986328	a creepy , intermittently powerful study of a self-destructive man ; ; ; about as unsettling to watch as an exploratory medical procedure or an autopsy ; 
4.000000	1.750977	all the actors are good in pauline & paulette but van der groen , described as 'belgium's national treasure , ' is especially terrific as pauline ; 
3.000000	1.974731	miyazaki has created such a vibrant , colorful world , it's almost impossible not to be swept away by the sheer beauty of his images ; 
3.000000	1.998637	it's the type of film about growing up that we don't see often enough these days : realistic , urgent , and not sugarcoated in the least ; 
3.000000	1.994873	giggling at the absurdities and inconsistencies is part of the fun ; but the talented cast alone will keep you watching , as will the fight scenes ; 
3.000000	1.921875	while insomnia is in many ways a conventional , even predictable remake , nolan's penetrating undercurrent of cerebral and cinemantic flair lends ( it ) stimulating depth ; 
3.000000	1.952148	shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral ; extraordinary debut from josh koury ; 
3.000000	1.997498	while it has definite weaknesses -- like a rather unbelievable love interest and a meandering ending -- this '60s caper film is a riveting , brisk delight ; 
3.000000	1.942383	hatosy ; ; ; portrays young brendan with his usual intelligence and subtlety , not to mention a convincing brogue ; 
3.000000	1.992249	triple x is a double agent , and he's one bad dude ; when you've got the wildly popular vin diesel in the equation , it adds up to big box office bucks all but guaranteed ; 
3.000000	1.992188	the overall effect is awe and affection -- and a strange urge to get on a board and , uh , shred , dude ; 
3.000000	1.998942	confessions may not be a straightforward bio , nor does it offer much in the way of barris' motivations , but the film is an oddly fascinating depiction of an architect of pop culture ; 
3.000000	1.871094	some may choose to interpret the film's end as hopeful or optimistic but i think payne is after something darker ; 
3.000000	1.969177	my big fat greek wedding is that rare animal known as 'a perfect family film , ' because it's about family ; 
3.000000	1.813232	a disoriented but occasionally disarming saga packed with moments out of an alice in wonderland adventure , a stalker thriller , and a condensed season of tv's big brother ; 
3.000000	1.948161	the ring is worth a look , if you don't demand much more than a few cheap thrills from your halloween entertainment ; 
3.000000	1.902344	after an uncertain start , murder hits and generally sustains a higher plateau with bullock's memorable first interrogation of gosling ; 
3.000000	1.980499	a bit of a downer and a little over-dramatic at times , but this is a beautiful film for people who like their romances to have that french realism ; 
3.000000	1.998108	going to this movie is a little like chewing whale blubber - it's an acquired taste that takes time to enjoy , but it's worth it , even if it does take 3 hours to get through ; 
3.000000	1.894531	though frodo's quest remains unfulfilled , a hardy group of determined new zealanders has proved its creative mettle ; 
3.000000	1.919922	wickedly funny , visually engrossing , never boring , this movie challenges us to think about the ways we consume pop culture ; 
3.000000	1.979736	until it goes off the rails in its final 10 or 15 minutes , wendigo , larry fessenden's spooky new thriller , is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films ; 
3.000000	1.955977	a lot of the credit for the film's winning tone must go to grant , who hasn't lost a bit of the dry humor that first made audiences on both sides of the atlantic love him ; 
3.000000	1.807780	at times auto focus feels so distant you might as well be watching it through a telescope ; yet in its own aloof , unreachable way it's so fascinating you won't be able to look away for a second ; 
3.000000	1.998901	blade ii merges bits and pieces from fighting games , wire fu , horror movies , mystery , james bond , wrestling , sci-fi and anime into one big bloody stew ; 
3.000000	1.546000	k-19 will not go down in the annals of cinema as one of the great submarine stories , but it is an engaging and exciting narrative of man confronting the demons of his own fear and paranoia ; 
3.000000	1.948222	you don't need to be a hip-hop fan to appreciate scratch , and that's the mark of a documentary that works ; 
3.000000	1.954590	combines improbable melodrama ( gored bullfighters , comatose ballerinas ) with subtly kinky bedside vigils and sensational denouements , and yet at the end , we are undeniably touched ; 
3.000000	1.980469	a gorgeously strange movie , heaven is deeply concerned with morality , but it refuses to spell things out for viewers ; 
3.000000	1.985352	lead actress gaï , she of the impossibly long limbs and sweetly conspiratorial smile , is a towering siren ; 
3.000000	1.992188	it's a setup so easy it borders on facile , but keeping the film from cheap-shot mediocrity is its crack cast ; 
3.000000	1.812500	visually striking and viscerally repellent ; 
3.000000	1.968933	'the film is stark , straightforward and deadly ; ; ; an unnatural calm that's occasionally shaken by ; ; ; blasts of rage , and later , violent jealousy ; '
3.000000	1.799480	if you haven't seen the film lately , you may be surprised at the variety of tones in spielberg's work ; much of it is funny , but there are also some startling , surrealistic moments ; ; ; 
3.000000	1.786458	the film's messages of tolerance and diversity aren't particularly original , but one can't help but be drawn in by the sympathetic characters ; 
3.000000	1.952148	though it lacks the utter authority of a genre gem , there's a certain robustness to this engaging mix of love and bloodletting ; 
3.000000	1.953141	if " lilo & stitch " isn't the most edgy piece of disney animation to hit the silver screen , then this first film to use a watercolor background since " dumbo " certainly ranks as the most original in years ; 
3.000000	1.992676	 ; ; ; " bowling for columbine " remains a disquieting and thought-provoking film ; ; ; 
4.000000	1.780599	confessions isn't always coherent , but it's sharply comic and surprisingly touching , so hold the gong ; 
3.000000	1.984792	a fine effort , an interesting topic , some intriguing characters and a sad ending ; certainly the big finish wasn't something galinsky and hawley could have planned for ; ; ; but part of being a good documentarian is being there when the rope snaps ; 
3.000000	1.976562	a hypnotic portrait of this sad , compulsive life ; 
4.000000	1.954102	this is lightweight filmmaking , to be sure , but it's pleasant enough -- and oozing with attractive men ; 
3.000000	1.998413	it's a cool event for the whole family ; maybe not a classic , but a movie the kids will want to see over and over again ; 
3.000000	1.968750	a haunting tale of murder and mayhem ; 
3.000000	1.968824	it's hard to imagine anyone managing to steal a movie not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb ; 
3.000000	1.996094	a fascinating glimpse into an insular world that gives the lie to many clichés and showcases a group of dedicated artists ; 
3.000000	1.999512	it's light on the chills and heavy on the atmospheric weirdness , and there are moments of jaw-droppingly odd behavior -- yet i found it weirdly appealing ; 
3.000000	1.946777	for all its plot twists , and some of them verge on the bizarre as the film winds down , blood work is a strong , character-oriented piece ; 
3.000000	1.998169	it's a film that's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio's animated classics ; 
3.000000	1.812012	slow and ponderous , but rohmer's drama builds to an intense indoor drama about compassion , sacrifice , and christian love in the face of political corruption ; 
3.000000	1.987305	few films have captured the chaos of an urban conflagration with such fury , and audience members will leave feeling as shaken as nesbitt's cooper looks when the bullets stop flying ; 
4.000000	1.968323	shiri is an action film that delivers on the promise of excitement , but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience ; 
3.000000	1.906250	grainy photography mars an otherwise delightful comedy of errors ; 
3.000000	1.989258	compared to his series of spectacular belly flops both on and off the screen , runteldat is something of a triumph ; 
3.000000	1.973755	the film's constant mood of melancholy and its unhurried narrative are masterfully controlled ; but  in trying to capture the novel's deeper intimate resonances , the film has  ironically - distanced us from the characters ; 
3.000000	1.912313	while not quite a comedy , the film tackles its relatively serious subject with an open mind and considerable good cheer , and is never less than engaging ; 
4.000000	1.759574	bloody sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made ; it's a movie that accomplishes so much that one viewing can't possibly be enough ; 
3.000000	1.992432	in the new release of cinema paradiso , the tale has turned from sweet to bittersweet , and when the tears come during that final , beautiful scene , they finally feel absolutely earned ; 
3.000000	1.984375	one of those unassuming films that sneaks up on you and stays with you long after you have left the theatre ; 
3.000000	1.988444	 ; ; ; pray doesn't have a passion for the material ; he nonetheless appreciates the art and reveals a music scene that transcends culture and race ; 
3.000000	1.969604	fathers and sons , and the uneasy bonds between them , rarely have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film ; 
4.000000	1.878906	every individual will see the movie through the prism of his or her own beliefs and prejudices , but the one thing most will take away is the sense that peace is possible ; that , in itself , is extraordinary ; 
3.000000	1.998047	credit director ramsay for taking the sometimes improbable story and making it feel realistic ; 
